Doge Agency,Doge Upload Date,Contract URL,Doge Value,Doge Desc,Valid URL,agencyID,PIID,modNumber,transactionNumber,idvAgencyID,idvPIID,idvModNumber,reasonForModification,solicitationID,tasAgencyIdentifier,tasMainAccountCode,tasSubAccountCode,signedDate,effectiveDate,awardCompletionDate,estimatedUltimateCompletionDate,solicitationDate,previousObligatedAmount,obligatedAmount,totalObligatedAmount,previousBaseAndExercisedOptionsValue,baseAndExercisedOptionsValue,totalBaseAndExercisedOptionsValue,previousUltimateContractValue,ultimateContractValue,totalUltimateContractValue,feesPaidForUseOfService,contractingOfficeAgencyID,contractingOfficeAgencyName,contractingOfficeID,contractingOfficeName,fundingRequestingAgencyID,fundingRequestingAgencyName,fundingRequestingOfficeID,fundingRequestingOfficeName,ccrException,UEINumber,vendorName,vendorDoingAsBusinessName,cageCode,vendorStreet,vendorStreet2,vendorCity,vendorState,vendorZip,vendorCountryForDisplay,vendorPhone,vendorFax,vendorCongressionalDistrict,organizationType,stateOfIncorporation,countryOfIncorporation,majorProgramCode,numberOfActions,placeStateCode,placeLocationCode,placeCountryCode,principalPlaceOfPerformanceCountyName,principalPlaceOfPerformanceName,congressionalDistrictPlaceOfPerformance,placeOfPerformanceZIPCode,placeOfPerformanceZIPCode4,productOrServiceCode,productOrServiceCodeDescription,principalNAICSCode,NAICSCodeDescription,systemEquipmentCode,systemEquipmentShortDescription,countryOfOrigin,countryOfOriginForDisplay,claimantProgramCode,claimantProgramCodeShortDescription,extentCompetedForReferencedIDV,idvTypeOfSetAside,typeOfSetAsideSource,idvNumberOfOffersReceived,numberOfOffersReceived,numberOfOffersSource,pricePreferncePercentDifference,otherStatutoryAuthority,descriptionOfContractRequirement,displayAwardType,displayPreparedDate,displayPreparedBy,displayStatus,displayLastModifiedDate,displayLastModifiedBy,displayClosedStatus,displayClosedDate,displayClosedBy,displayApprovedPlaceholder,displayApprovedDate,displayApprovedBy,,tasInitiative,foreignFunding,typeOfContractPricing,inherentlyGovernmentalFunction,multiYearContract,nationalInterest,costOrPricingData,acceptPurchaseCard,undefinitizedAction,performanceBasedServiceContract,contingencyHumanitarianPeacekeepingOperation,contractFinancing,costAccountingStandardsClause,consolidatedContract,ClingerCohenAct,laborStandards,materialsSuppliesArticlesEquipment,constructionWageRateRequirements,listOfAdditionalReportingValues,interagencyContractingAuthority,bundledContractException,placeOfManufacture,manufacturingOrganizationType,recoveredMaterialClauses,informationTechnologyCommercialItemCategory,seaTransportation,GFE_GFP,useOfEPADesignatedProducts,extentCompeted,tradeoffProcess,solicitationProcedures,typeOfSetAside,evaluatedPreference,research,statutoryExceptionToFairOpportunity,reasonNotCompeted,localAreaSetAside,fedBizOpps,A76Action,commercialItemAcquisitionProcedures,commercialItemTestProgram,contractingOfficerBusinessSizeDetermination,subcontractPlan,lastDateToOrder,baseAndAllOptionsValue,totalEstimatedOrderValue,programAcronym,websiteURL,FIPS95Codes,emailAddress,individualOrderLimit,fixedFeeValue,feeRangeLowerValue,feeRangeUpperValue,orderingProcedure,displayIDVType,typeOfIDC,multipleOrSingleAwardIDC,whoCanUse
DEPARTMENT OF COMMERCE,2/6/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1344&PIID=1333BJ24P00270002&modNumber=P25002&idvAgencyID=&idvPIID=&contractType=AWARD,"$76,500",CONFERENCE BOARD/ENGAGEMENT INSTITUTE MEMBERSHIP,True,1344,1333BJ24P00270002,P25002,0,,,,Exercise an Option,,,,,02/06/2025,03/01/2024,02/28/2026,02/28/2027,,,"$37,000.00","$34,500.00",,"$37,000.00","$34,500.00",,$0.00,"$34,500.00",$0.00,1344,US PATENT AND TRADEMARK OFFICE,1333BJ,DEPT OF COMMERCE PTO,1344,US PATENT AND TRADEMARK OFFICE,1333BJ,DEPT OF COMMERCE PTO,,GQY8QN1QKJW5,"THE CONFERENCE BOARD, INC.",,5M768,845 THIRD AVE FL 3,,NEW YORK,NY,100226633,UNITED STATES,(212) 339-0350,(212) 836-9794,NEW YORK 15,CORPORATE TAX EXEMPT,NY,USA,,1,NY,,USA,NEW YORK,NEW YORK,NEW YORK 12,10022,6633,R431,SUPPORT- PROFESSIONAL: HUMAN RESOURCES,541612,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",,,USA,UNITED STATES,,,,,This Action,,1,This Action,,,Engagement Institute Annual Membership,Purchase Order,02/06/2025 09:05:27,ROY.PITMAN@USPTO.GOV,Final,02/06/2025 13:44:52,ROY.PITMAN@USPTO.GOV,No,,,,02/06/2025 13:44:52,ROY.PITMAN@USPTO.GOV,Non Profit Organization,Select One,Not Applicable,Firm Fixed Price,Other Functions,Select One,Select One,Select One,No,No,No - Service where PBA is not used.,Not Applicable,Select One,Select One,Not Consolidated,No,Not Applicable,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,Environmentally preferable,Select One,Select One,Transaction does not use GFP,Not Required,Not Competed,Other,Only One Source,No set aside used.,No Preference used,Select One,Select One,Only One Source-Other (FAR 6.302-1 other),No,No,Select One,Commercial Products/Services,No,Other than Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
DEPARTMENT OF COMMERCE,2/13/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1301&PIID=1331L523C13OS0038&modNumber=P24002&idvAgencyID=&idvPIID=&contractType=AWARD,$0,DEIA ASSESSMENTS,True,1301,1331L523C13OS0038,P24002,0,,,,Other Administrative Action,,,,,08/27/2024,09/30/2023,10/29/2024,04/29/2025,08/04/2023,,$0.00,"$749,911.04",,$0.00,"$749,911.04",,$0.00,"$749,911.04",$0.00,1301,OFFICE OF THE SECRETARY,1331L5,DEPT OF COMMERCE SSPO,1301,OFFICE OF THE SECRETARY,1331L5,DEPT OF COMMERCE SSPO,,J1K7GK6LMJD5,"CALCO ENTERPRISES, LLC",,87XH8,1 RESEARCH CT STE 450,,ROCKVILLE,MD,208506252,UNITED STATES,(240) 753-0477,,MARYLAND 08,SOLE PROPRIETORSHIP,MD,USA,,1,MD,,USA,MONTGOMERY,ROCKVILLE,MARYLAND 08,20850,6252,F110,"ENVIRON SYS PROTECT- DEVELOPMENT OF ENVIRON IMPACT STMTS/ASSESSMENTS, TECH ANALYSIS/ENVIRON AUDITS",541612,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",,,USA,UNITED STATES,,,,,This Action,,1,This Action,0,,The purpose is to extend by 30 days.,Definitive Contract,08/27/2024 14:01:11,JBROWN4@DOC.GOV,Final,08/27/2024 14:02:50,JBROWN4@DOC.GOV,No,,,,08/27/2024 14:02:50,JBROWN4@DOC.GOV,"SBA Certified 8(a) Program Participant
DoT Certified Disadvantaged Business Enterprise
Self-Certified Small Disadvantaged Business",Select One,Not Applicable,Firm Fixed Price,Other Functions,No,Select One,No,No,No,Yes - Service where PBA is used.,Not Applicable,Not Applicable,Not Applicable exempt from CAS,Not Consolidated,No,No,No,No,Employment Eligibility Verification (52.222-54),Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Not Competed under SAP,Other,Simplified Acquisition,8(a) Sole Source ,No Preference used,Select One,Select One,Authorized by Statute (FAR 6.302-5(a)(2)(i)),No,Not Applicable,Select One,Commercial Products/Services,Yes,Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
DEPARTMENT OF COMMERCE,2/13/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1330&PIID=1305M324P0542&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0,"PROVIDE REGIONAL LOGISTICAL MEETING SUPPORT TO FACILITATE GOVERNMENT REQUESTED TRIBAL ENGAGEMENT AT NOAA FISHERIES HUB EEJ MEETINGS FOR DISCUSSIONS ON EQUITY AND ENVIRONMENTAL JUSTICE. THE CONTRACTOR WILL PROVIDE LOGISTICS, PROCESSING, AND TRAVEL SUP",True,1330,1305M324P0542,0,0,,,,,143060-24-0025,,,,09/11/2024,09/12/2024,09/11/2025,09/11/2025,,,"$184,000.00",,,"$184,000.00",,,"$184,000.00",,$0.00,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1305M3,DEPT OF COMMERCE NOAA,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1333BY,NATIONAL MARINE FISHERIES SERVICE,,ZAZFBPASZA81,"NORTHWEST PLANNING, LLC",,9J8L2,604 EAST H STREET,,NOME,AK,99762,UNITED STATES,(907) 301-4976,, ,SOLE PROPRIETORSHIP,AK,USA,,1,AK,,USA,FAIRBANKS NORTH STAR,FAIRBANKS,ALASKA 00,99701,1539,R708,SUPPORT- MANAGEMENT: PUBLIC RELATIONS,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,USA,UNITED STATES,,,,,This Action,,1,This Action,,,"Provide Regional logistical meeting support to facilitate government requested Tribal engagement at NOAA Fisheries hub EEJ meetings for discussions on Equity and Environmental Justice. The contractor will provide logistics, processing, and travel sup",Purchase Order,09/10/2024 21:57:50,JENNA.TAULMAN@NOAA.GOV,Final,09/11/2024 20:37:08,JENNA.TAULMAN@NOAA.GOV,No,,,,09/11/2024 20:37:08,JENNA.TAULMAN@NOAA.GOV,"SBA Certified 8(a) Program Participant
Self-Certified Small Disadvantaged Business",Select One,Not Applicable,Firm Fixed Price,Other Functions,Select One,Select One,Select One,No,No,No - Service where PBA is not used.,Not Applicable,Select One,Select One,Not Consolidated,No,Not Applicable,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Not Competed under SAP,Other,Simplified Acquisition,8(a) Sole Source ,No Preference used,Select One,Select One,Authorized by Statute (FAR 6.302-5(a)(2)(i)),No,Yes,Select One,Commercial Products/Services,No,Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
DEPARTMENT OF COMMERCE,2/13/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1330&PIID=1305M324P0544&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,$0,NON-PERSONAL SERVICES TO REVISE AND UPDATE THE ATLANTIS ECOSYSTEM MODEL TO SUPPORT NOAA'S EARTH SYSTEM MODEL FRAMEWORK TO PROJECT THE RESPONSE OF FISHES AND FOOD WEBS UNDER SCENARIOS OF FUTURE CLIMATE CHANGE AND INVASIVE SPECIES USING LINKED CLI,True,1330,1305M324P0544,0,0,,,,,145025-24-0098MWH,,,,09/09/2024,10/01/2024,09/30/2025,09/30/2025,,,"$27,000.00",,,"$27,000.00",,,"$27,000.00",,$0.00,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1305M3,DEPT OF COMMERCE NOAA,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1333CD,OFC OF OCEANIC&ATMOSPH. RESEARCH,,U6N9KL8GS1H5,COMMONWEALTH SCIENTIFIC AND INDUSTRIAL RESEARCH ORGANISATION,,ZBF33,CLUNIES ROSS ST,,ACTON,,2601,AUSTRALIA,,,,INTERNATIONAL ORG,,AUS,,1,,,AUS,,AUSTRALIA,,,,F999,OTHER ENVIRONMENTAL SERVICES,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,,,AUS,AUSTRALIA,,,,,This Action,,1,This Action,,,Non-Personal services to revise and update the Atlantis Ecosystem model to support NOAA's Earth System Model framework to project the response of fishes and food webs under scenarios of future climate change and invasive species using linked cli,Purchase Order,09/08/2024 16:11:12,MARILYN.HERRERA@NOAA.GOV,Final,09/09/2024 10:26:03,MARILYN.HERRERA@NOAA.GOV,No,,,,09/09/2024 10:26:03,MARILYN.HERRERA@NOAA.GOV,Non Profit Organization,Select One,Not Applicable,Firm Fixed Price,Other Functions,Select One,Select One,Select One,No,No,No - Service where PBA is not used.,Not Applicable,Select One,Select One,Not Consolidated,No,Not Applicable,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,Foreign-Owned Business Not Incorporated in the U.S.,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Not Competed under SAP,Other,Simplified Acquisition,No set aside used.,No Preference used,Select One,Select One,SAP Non-Competition (FAR 13),No,Yes,Select One,Commercial Products/Services Procedures not used,No,Other than Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
DEPARTMENT OF COMMERCE,2/13/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1330&PIID=1305M324F0183&modNumber=0&idvAgencyID=&idvPIID=1305M322DNRMA0003&contractType=AWARD,$0,NATIONAL ACADEMY OF SCIENCES (NAS) INDEPENDENT SCIENCE STUDIES (NASISS) INDEFINITE DELIVERY INDEFINITE QUANTITY CONTRACT (IDIQ) TASK ORDER - STUDY ON DROUGHT AND CLIMATE CHANGE,True,1330,1305M324F0183,0,0,1330,1305M322DNRMA0003,0,,,,,,06/18/2024,07/01/2024,06/30/2026,06/30/2026,05/22/2024,,"$500,000.00",,,"$500,000.00",,,"$500,000.00",,$0.00,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1305M3,DEPT OF COMMERCE NOAA,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1333CD,OFC OF OCEANIC&ATMOSPH. RESEARCH,,PKFJZHG2MLG9,NATIONAL ACADEMY OF SCIENCES,,1D969,2101 CONSTITUTION AVE NW,,WASHINGTON,DC,204180007,UNITED STATES,(202) 334-2428,,DISTRICT OF COLUMBIA 98,CORPORATE TAX EXEMPT,DC,USA,,1,MD,,USA,MONTGOMERY,SILVER SPRING,MARYLAND 08,20910,6823,R499,SUPPORT- PROFESSIONAL: OTHER,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,,,USA,UNITED STATES,,,,No set aside used.,IDC,1,,IDC,,,National Academy of Sciences (NAS) Independent Science Studies (NASISS) Indefinite Delivery Indefinite Quantity contract (IDIQ) Task Order - Study on Drought and Climate Change,Delivery/Task Order,06/13/2024 12:09:35,JULIA.L.HAMILTON@NOAA.GOV,Final,06/18/2024 20:40:17,ANGELA.ROYSTER@NOAA.GOV,No,,,,06/18/2024 20:40:17,ANGELA.ROYSTER@NOAA.GOV,Non Profit Organization,Select One,Not Applicable,Cost No Fee,Other Functions,No,Select One,Yes,No,No,Yes - Service where PBA is used.,Not Applicable,Select One,Yes - CAS clause included,Not Consolidated,No,Not Applicable,Not Applicable,Not Applicable,Employment Eligibility Verification (52.222-54),Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Not Available for Competition,Other,Only One Source,Select One,No Preference used,Select One,Select One,Authorized by Statute (FAR 6.302-5(a)(2)(i)),No,No,No,Commercial Products/Services Procedures not used,No,Other than Small Business,Plan Not Included - No Subcontracting Possibilities ,,,,,,,,,,,,,,,,
DEPARTMENT OF COMMERCE,2/13/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1330&PIID=1305M324F0343&modNumber=0&idvAgencyID=&idvPIID=1305M424D0032&contractType=AWARD,"$2,598,174","VIDEO AND DIGITAL MEDIA COMMUNICATIONS SUPPORT: VIDEO PRODUCTION, & PODCASTS PRODUCTION",True,1330,1305M324F0343,0,0,1330,1305M424D0032,0,,1305M324Q0310,,,,09/04/2024,10/01/2024,09/30/2025,09/30/2029,07/17/2024,,"$606,520.00",,,"$606,520.00",,,"$3,204,694.40",,$0.00,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1305M3,DEPT OF COMMERCE NOAA,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1333BY,NATIONAL MARINE FISHERIES SERVICE,,D56MGN45L3Y3,OCEAN ASSOCIATES INC,OAI CONSULTING,3K8W1,4007 N ABINGDON ST,,ARLINGTON,VA,222072920,UNITED STATES,(703) 819-6939,,VIRGINIA 08,CORPORATE NOT TAX EXEMPT,VA,USA,,1,MD,,USA,MONTGOMERY,SILVER SPRING,MARYLAND 08,20910,3282,R499,SUPPORT- PROFESSIONAL: OTHER,541620,ENVIRONMENTAL CONSULTING SERVICES,,,USA,UNITED STATES,,,,Small Business Set Aside - Total,IDC,19,2,This Action,,,"Video and Digital Media Communications Support: Video Production, & Podcasts Production",Delivery/Task Order,08/27/2024 14:40:23,KRISTINA.KOLATA@NOAA.GOV,Final,01/17/2025 12:45:23,HILLARY.STANSFIELD@NOAA.GOV,No,,,,09/04/2024 16:38:45,HILLARY.STANSFIELD@NOAA.GOV,SBA-Certified Women-Owned Small Business,Select One,Not Applicable,Time and Materials,Other Functions,No,Select One,No,No,No,Yes - Service where PBA is used.,Not Applicable,Not Applicable,Not Applicable exempt from CAS,Not Consolidated,No,No,No,No,Employment Eligibility Verification (52.222-54),Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction uses GFP,Not Required,Full and Open Competition after exclusion of sources,Other,Subject to Multiple Award Fair Opportunity,Select One,No Preference used,Select One,Fair Opportunity given,Select One,No,Yes,Select One,Commercial Products/Services Procedures not used,No,Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
DEPARTMENT OF COMMERCE,2/13/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1301&PIID=1331L522F13350519&modNumber=P24007&idvAgencyID=&idvPIID=47QREB22D0003&contractType=AWARD,"$1,894,647",LEADERSHIP DEVELOPMENT AND ORGANIZATIONAL SUPPORT,True,1301,1331L522F13350519,P24007,0,4732,47QREB22D0003,0,Exercise an Option,,,,,07/15/2024,08/24/2022,08/23/2025,08/23/2027,06/09/2022,,"$889,106.87","$2,664,365.80",,"$903,106.87","$2,678,365.80",,$0.00,"$4,559,012.88",$0.00,1301,OFFICE OF THE SECRETARY,1331L5,DEPT OF COMMERCE SSPO,1335,NATIONAL TELECOMMUNICATIONS AND INFORMATION ADMINISTRATION,1331K2,DEPT OF COMMERCE NTIA,,MLX8H8NN5HN1,WHEELHOUSE GROUP LLC,,37RZ3,3100 CLARENDON BLVD,STE 400,ARLINGTON,VA,222015302,UNITED STATES,(703) 247-6168,,VIRGINIA 08,PARTNERSHIP,VA,USA,,1,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,DISTRICT OF COLUMBIA 98,20230,0003,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541612,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",,,USA,UNITED STATES,,,,Small Business Set Aside - Total,This Action,40,3,This Action,,,Leadership development and organizational support,Delivery/Task Order,07/15/2024 22:27:18,RGREENE@DOC.GOV,Final,02/04/2025 14:16:23,KVULTAGGIO@DOC.GOV,No,,,,07/15/2024 22:27:45,RGREENE@DOC.GOV,"For Profit Organization
Limited Liability Corporation",Select One,Not Applicable,Firm Fixed Price,Other Functions,No,Select One,No,No,No,No - Service where PBA is not used.,Not Applicable,Select One,Select One,Not Consolidated,No,No,Not Applicable,Not Applicable,Employment Eligibility Verification (52.222-54),Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Full and Open Competition after exclusion of sources,Other,Subject to Multiple Award Fair Opportunity,Women Owned Small Business,No Preference used,Select One,Competitive Set Aside,Select One,No,Yes,No,Commercial Products/Services Procedures not used,No,Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
DEPARTMENT OF COMMERCE,2/13/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1330&PIID=1305M324F0115&modNumber=0&idvAgencyID=&idvPIID=1305M322ANRMA0008&contractType=AWARD,$0,BPA CALL ORDER FOR SCIENCE RELATED COMMUNICATION SERVICES,True,1330,1305M324F0115,0,0,1330,1305M322ANRMA0008,P24005,,1305M324Q0238,,,,05/29/2024,06/01/2024,04/12/2025,05/31/2025,05/10/2024,,"$643,158.84",,,"$643,158.84",,,"$643,158.84",,$0.00,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1305M3,DEPT OF COMMERCE NOAA,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1333CD,OFC OF OCEANIC&ATMOSPH. RESEARCH,,G6EFUE3J3H71,HARMONIC INTERNATIONAL INC,,3FWH8,3304 KENNEY CT,,EDGEWATER,MD,210373112,UNITED STATES,(410) 727-3554,(410) 727-2231,MARYLAND 05,OTHER,MD,USA,,1,MD,,USA,ANNE ARUNDEL,EDGEWATER,MARYLAND 05,21037,3112,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,USA,UNITED STATES,,,,,BPA,1,,BPA,,,BPA Call Order for Science Related Communication Services,BPA Call,05/21/2024 13:34:16,EMMY.SIKORA@NOAA.GOV,Final,05/29/2024 10:29:17,STACY.MCAVOY@NOAA.GOV,No,,,,05/29/2024 10:29:17,STACY.MCAVOY@NOAA.GOV,"For Profit Organization
Limited Liability Corporation",Select One,Not Applicable,Firm Fixed Price,Other Functions,Select One,Select One,Select One,No,No,Yes - Service where PBA is used.,Not Applicable,Select One,Not Applicable exempt from CAS,Not Consolidated,No,Not Applicable,Not Applicable,Not Applicable,Employment Eligibility Verification (52.222-54),Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Full and Open Competition,Other,Subject to Multiple Award Fair Opportunity,Select One,No Preference used,Select One,Follow-on Action Following Competitive Initial Action,Select One,No,Select One,No,Commercial Products/Services,No,Small Business,Select One,,,,,,,,,,,,,,,,
DEPARTMENT OF COMMERCE,2/13/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1330&PIID=1305M324F0278&modNumber=0&idvAgencyID=&idvPIID=1305M322ANRMA0008&contractType=AWARD,"$107,313","PROVIDE SCIENCE-RELATED COMMUNICATION SERVICES FOR CPO, PER ATTACHMENT 1 - PERFORMANCE WORK STATEMENT.",True,1330,1305M324F0278,0,0,1330,1305M322ANRMA0008,P24005,,1305M324Q0341,,,,08/19/2024,09/03/2024,07/02/2025,09/02/2025,07/10/2024,,"$536,567.20",,,"$536,567.20",,,"$643,880.64",,$0.00,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1305M3,DEPT OF COMMERCE NOAA,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1333CD,OFC OF OCEANIC&ATMOSPH. RESEARCH,,G6EFUE3J3H71,HARMONIC INTERNATIONAL INC,,3FWH8,3304 KENNEY CT,,EDGEWATER,MD,210373112,UNITED STATES,(410) 727-3554,(410) 727-2231,MARYLAND 05,OTHER,MD,USA,,1,MD,,USA,ANNE ARUNDEL,EDGEWATER,MARYLAND 05,21037,3112,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,USA,UNITED STATES,,,,,BPA,1,,BPA,,,"Provide Science-Related Communication Services for CPO, per Attachment 1 - Performance Work Statement.",BPA Call,08/07/2024 16:01:22,EMMY.SIKORA@NOAA.GOV,Final,08/19/2024 17:54:16,ANGELA.ROYSTER@NOAA.GOV,No,,,,08/19/2024 17:54:16,ANGELA.ROYSTER@NOAA.GOV,"For Profit Organization
Limited Liability Corporation",Select One,Not Applicable,Firm Fixed Price,Other Functions,Select One,Select One,No,No,No,Yes - Service where PBA is used.,Not Applicable,Select One,Not Applicable exempt from CAS,Not Consolidated,No,Not Applicable,Not Applicable,Not Applicable,Employment Eligibility Verification (52.222-54),Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Full and Open Competition,Other,Subject to Multiple Award Fair Opportunity,Select One,No Preference used,Select One,Follow-on Action Following Competitive Initial Action,Select One,No,Select One,No,Commercial Products/Services,No,Small Business,Select One,,,,,,,,,,,,,,,,
DEPARTMENT OF COMMERCE,2/13/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1323&PIID=13PDRD25F00000011&modNumber=0&idvAgencyID=&idvPIID=1333LB24D00000003&contractType=AWARD,$0,PURCHASE INCENTIVES FOR CMP SURVEY,True,1323,13PDRD25F00000011,0,0,1323,1333LB24D00000003,0,,,,,,12/16/2024,12/16/2024,09/30/2025,09/30/2025,,,"$22,000.00",,,"$22,000.00",,,"$22,000.00",,$0.00,1323,US CENSUS BUREAU,13PDRD,DIRECTOR AND DEPUTY DIRECTOR,1323,US CENSUS BUREAU,1333LB,DEPT OF COMMERCE CENSUS,,G1ZQVHAK7H46,"ATTADALE PARTNERS, LLC",,8BCV2,10 N. MARTINGALE RD,SUITE 400,SCHAUMBURG,IL,601732411,UNITED STATES,(847) 226-0068,,ILLINOIS 08,CORPORATE NOT TAX EXEMPT,IL,USA,,1,MD,,USA,PRINCE GEORGES,SUITLAND,MARYLAND 04,20746,2042,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,USA,UNITED STATES,,,,Women Owned Small Business Sole Source,IDC,1,,IDC,,,purchase incentives for CMP survey,Delivery/Task Order,12/16/2024 06:36:00,HOOD0318,Final,12/16/2024 08:06:48,BOESC302,No,,,,12/16/2024 08:06:48,BOESC302,Self-Certified Small Disadvantaged Business,Select One,Not Applicable,Firm Fixed Price,Other Functions,No,Select One,No,No,No,Yes - Service where PBA is used.,Not Applicable,Select One,Not Applicable exempt from CAS,Not Consolidated,No,Not Applicable,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Not Available for Competition,Other,Only One Source,Select One,No Preference used,Select One,Select One,Authorized by Statute (FAR 6.302-5(a)(2)(i)),No,Not Applicable,Select One,Commercial Products/Services Procedures not used,No,Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
